# time[sec] ratio
9.093949999999999818e+02 8.251599831062117474e-02
9.103949999999999818e+02 8.178062510681935460e-02
9.113949999999999818e+02 8.311154060742287353e-02
9.123949999999999818e+02 8.219331898568354999e-02
9.133949999999999818e+02 8.204516267123287965e-02
9.143949999999999818e+02 8.298862627192091224e-02
9.153949999999999818e+02 8.217694611018792894e-02
9.163949999999999818e+02 8.265214729339168120e-02
9.173949999999999818e+02 8.262066385162221416e-02
9.183949999999999818e+02 8.197644238230555880e-02
9.193949999999999818e+02 8.298206806422933624e-02
9.203949999999999818e+02 8.241115778356193633e-02
9.213949999999999818e+02 8.214705204048247666e-02
9.223949999999999818e+02 8.270519195592818118e-02
9.233949999999999818e+02 8.178209217052163915e-02
9.243949999999999818e+02 8.246916430845893653e-02
9.253949999999999818e+02 8.231117926368318460e-02
9.263949999999999818e+02 8.171019331215335912e-02
9.273949999999999818e+02 8.291277145296520323e-02
9.283949999999999818e+02 8.204364250142230641e-02
9.293949999999999818e+02 8.190046835880170073e-02
9.303949999999999818e+02 8.277543105310919413e-02
9.313949999999999818e+02 8.197078771449982371e-02
9.323949999999999818e+02 8.259450469679403828e-02
9.333949999999999818e+02 8.258664320996007835e-02
9.343949999999999818e+02 8.185638727706623374e-02
9.353949999999999818e+02 8.287723073097154336e-02
9.363949999999999818e+02 8.217403396219281897e-02
9.373949999999999818e+02 8.194141704074585364e-02
9.383949999999999818e+02 8.249334796287259575e-02
9.393949999999999818e+02 8.172401486023912753e-02
9.403949999999999818e+02 8.247266560471593067e-02
9.413949999999999818e+02 8.217553445210527829e-02
9.423949999999999818e+02 8.152412786438691106e-02
9.433949999999999818e+02 8.285221968956907324e-02
9.443949999999999818e+02 8.188665106403775207e-02
9.453949999999999818e+02 8.171839083582851937e-02
9.463949999999999818e+02 8.270313035251129763e-02
9.473949999999999818e+02 8.173745121238083777e-02
9.483949999999999818e+02 8.233390936496601253e-02
9.493949999999999818e+02 8.235621673263272824e-02
9.503949999999999818e+02 8.185869603827564123e-02
9.513949999999999818e+02 8.272199482423392425e-02
9.523949999999999818e+02 8.199670618339209571e-02
9.533949999999999818e+02 8.176493780164502401e-02
9.543949999999999818e+02 8.229834398085075775e-02
9.553949999999999818e+02 8.144023012478635026e-02
9.563949999999999818e+02 8.221968899009782228e-02
9.573949999999999818e+02 8.197491102480479463e-02
9.583949999999999818e+02 8.135314200449263178e-02
9.593949999999999818e+02 8.267427793739604014e-02
9.603949999999999818e+02 8.171616431853977180e-02
9.613949999999999818e+02 8.152410022852621396e-02
9.623949999999999818e+02 8.235586628067939619e-02
9.633949999999999818e+02 8.158994354260101778e-02
9.643949999999999818e+02 8.218559015284147840e-02
9.653949999999999818e+02 8.214689962609904306e-02
9.663949999999999818e+02 8.166212191355959327e-02
9.673949999999999818e+02 8.245992157699591485e-02
9.683949999999999818e+02 8.174970381992251178e-02
9.693949999999999818e+02 8.169699590982390514e-02
9.703949999999999818e+02 8.217950702008100516e-02
9.713949999999999818e+02 8.136755193100062011e-02
9.723949999999999818e+02 8.209797288298127660e-02
9.733949999999999818e+02 8.172748990417612325e-02
9.743949999999999818e+02 8.122002374146293502e-02
9.753949999999999818e+02 8.255742452757362793e-02
9.763949999999999818e+02 8.146800355132137461e-02
9.773949999999999818e+02 8.130792996910400638e-02
9.783949999999999818e+02 8.216298544848595065e-02
9.793949999999999818e+02 8.138601668825239110e-02
9.803949999999999818e+02 8.210151971486091826e-02
9.813949999999999818e+02 8.191027611637186068e-02
9.823949999999999818e+02 8.121857328696205358e-02
9.833949999999999818e+02 8.224102547743608604e-02
9.843949999999999818e+02 8.154595563307817652e-02
9.853949999999999818e+02 8.143640621967720983e-02
9.863949999999999818e+02 8.191195436837696298e-02
9.873949999999999818e+02 8.115181712386587698e-02
9.883949999999999818e+02 8.200675452521227760e-02
9.893949999999999818e+02 8.151664568936384248e-02
9.903949999999999818e+02 8.096064660749370534e-02
9.913949999999999818e+02 8.225412640553400601e-02
9.923949999999999818e+02 8.128101241561429269e-02
9.933949999999999818e+02 8.122108591840972169e-02
9.943949999999999818e+02 8.199778473597886530e-02
9.953949999999999818e+02 8.124722089831216965e-02
9.963949999999999818e+02 8.189114369064746934e-02
9.973949999999999818e+02 8.168223653078260371e-02
9.983949999999999818e+02 8.106563328661135770e-02
9.993949999999999818e+02 8.201321712479647807e-02
1.000389999999999986e+03 8.128994693239463554e-02
1.001389999999999986e+03 8.126898736700535752e-02
1.002389999999999986e+03 8.172686068322024266e-02
1.003389999999999986e+03 8.088256779838860766e-02
1.004389999999999986e+03 8.182550121567221113e-02
1.005389999999999986e+03 8.128330885926035587e-02
1.006389999999999986e+03 8.070726393538446564e-02
1.007389999999999986e+03 8.201634297927087869e-02
1.008389999999999986e+03 8.110008403271956601e-02
1.009389999999999986e+03 8.117725873426874517e-02
1.010389999999999986e+03 8.178939202329460478e-02
1.011389999999999986e+03 8.106453670724575455e-02
1.012389999999999986e+03 8.187691767746327343e-02
1.013389999999999986e+03 8.151819305778972014e-02
1.014389999999999986e+03 8.089233469865418635e-02
1.015389999999999986e+03 8.181246871105524177e-02
1.016389999999999986e+03 8.104617664224628149e-02
1.017389999999999986e+03 8.114201292311466751e-02
1.018389999999999986e+03 8.145616047373895052e-02
1.019389999999999986e+03 8.071897953357577704e-02
1.020389999999999986e+03 8.173872664533467225e-02
1.021389999999999986e+03 8.105904902047028626e-02
1.022389999999999986e+03 8.051247902405241075e-02
1.023389999999999986e+03 8.181825451831316320e-02
1.024390000000000100e+03 8.088504634776419455e-02
1.025390000000000100e+03 8.100661905498456050e-02
1.026390000000000100e+03 8.151396144262014476e-02
1.027390000000000100e+03 8.079134483264631406e-02
1.028390000000000100e+03 8.166914654763238191e-02
1.029390000000000100e+03 8.128766583615494590e-02
1.030390000000000100e+03 8.069867161477094208e-02
1.031390000000000100e+03 8.154405906411005267e-02
1.032390000000000100e+03 8.081585836647781074e-02
1.033390000000000100e+03 8.093031777050851971e-02
1.034390000000000100e+03 8.125491571540931213e-02
1.035390000000000100e+03 8.051878753125944754e-02
1.036390000000000100e+03 8.148255204949442221e-02
1.037390000000000100e+03 8.093822257500180029e-02
1.038390000000000100e+03 8.043758180432802884e-02
1.039390000000000100e+03 8.162065412519518837e-02
1.040390000000000100e+03 8.070101833534699953e-02
1.041390000000000100e+03 8.085174724189557460e-02
1.042390000000000100e+03 8.132681786795560586e-02
1.043390000000000100e+03 8.068100320340847176e-02
1.044390000000000100e+03 8.149396400962785614e-02
1.045390000000000100e+03 8.106164465292896304e-02
1.046390000000000100e+03 8.063350311952294236e-02
1.047390000000000100e+03 8.133987265804470956e-02
1.048390000000000100e+03 8.069668874172185313e-02
1.049390000000000100e+03 8.093300003707215584e-02
1.050390000000000100e+03 8.101139755838500378e-02
1.051400000000000091e+03 8.038775293993008497e-02
1.052390000000000100e+03 8.147412571138426540e-02
1.053390000000000100e+03 8.067472260904720582e-02
1.054390000000000100e+03 8.035725620464211072e-02
1.055400000000000091e+03 8.155197502447285307e-02
1.056390000000000100e+03 8.051752431841063817e-02
1.057390000000000100e+03 8.089427240571650524e-02
1.058390000000000100e+03 8.118917174367941414e-02
1.059390000000000100e+03 8.045020467457139612e-02
1.060390000000000100e+03 8.142242966392854164e-02
1.061390000000000100e+03 8.090750158931976632e-02
1.062390000000000100e+03 8.043694114718895338e-02
1.063390000000000100e+03 8.110988402734189973e-02
1.064390000000000100e+03 8.027323590283770571e-02
1.065390000000000100e+03 8.077606219509289587e-02
1.066390000000000100e+03 8.076738685334837464e-02
1.067390000000000100e+03 7.996928616818470281e-02
1.068390000000000100e+03 8.113426416373575867e-02
1.069390000000000100e+03 8.048363859786650254e-02
1.070390000000000100e+03 8.017777636601390590e-02
1.071390000000000100e+03 8.114793372459014331e-02
1.072390000000000100e+03 8.030352398284498761e-02
1.073390000000000100e+03 8.076408554240166460e-02
1.074390000000000100e+03 8.084463796503393862e-02
1.075390000000000100e+03 8.021768066622032844e-02
1.076390000000000100e+03 8.103815687891960384e-02
1.077390000000000100e+03 8.034612458794691825e-02
1.078390000000000100e+03 8.012477529872052973e-02
1.079390000000000100e+03 8.084683449486113060e-02
1.080390000000000100e+03 8.004757066810595789e-02
1.081390000000000100e+03 8.049602340202122175e-02
1.082390000000000100e+03 8.039362996666842009e-02
1.083390000000000100e+03 7.968690905340107544e-02
1.084390000000000100e+03 8.083970616632762951e-02
1.085390000000000100e+03 8.008568200281020177e-02
1.086390000000000100e+03 7.993738620485243973e-02
1.087390000000000100e+03 8.087555224963140221e-02
1.088400000000000091e+03 8.003982977010488942e-02
1.089390000000000100e+03 8.044685047186669880e-02
1.090390000000000100e+03 8.050496896875702912e-02
1.091390000000000100e+03 7.987722360082309681e-02
1.092390000000000100e+03 8.072282772835411013e-02
1.093390000000000100e+03 8.020785317290014815e-02
1.094390000000000100e+03 7.993678917627235203e-02
1.095390000000000100e+03 8.051297263510291680e-02
1.096390000000000100e+03 7.972017973315399797e-02
1.097390000000000100e+03 8.039019946882454415e-02
1.098390000000000100e+03 8.015075642885123586e-02
1.099390000000000100e+03 7.945005320528771009e-02
1.100390000000000100e+03 8.069455113771820121e-02
1.101390000000000100e+03 7.983315898889049855e-02
1.102390000000000100e+03 7.975371414951933080e-02
1.103390000000000100e+03 8.045303966809196072e-02
1.104390000000000100e+03 7.970643716416607460e-02
1.105390000000000100e+03 8.037426968701440189e-02
1.106390000000000100e+03 8.032975703785294463e-02
1.107390000000000100e+03 7.970234484877539161e-02
1.108390000000000100e+03 8.055384827323111563e-02
1.109390000000000100e+03 7.995483257038193958e-02
1.110390000000000100e+03 7.969964490953015956e-02
1.111390000000000100e+03 8.021029233499292477e-02
1.112390000000000100e+03 7.943839955012546583e-02
1.113390000000000100e+03 8.012442141916853444e-02
1.114390000000000100e+03 7.985370839915571783e-02
1.115390000000000100e+03 7.926231314260230587e-02
1.116390000000000100e+03 8.046411597589145370e-02
1.117390000000000100e+03 7.968855411126633814e-02
1.118390000000000100e+03 7.952901821271173011e-02
1.119390000000000100e+03 8.015183057004174327e-02
1.120390000000000100e+03 7.942467465138845772e-02
1.121390000000000100e+03 8.001696813023438659e-02
1.122390000000000100e+03 7.997764887446118243e-02
1.123390000000000100e+03 7.948846192728646620e-02
1.124390000000000100e+03 8.017687776454576754e-02
1.125390000000000100e+03 7.960975454018187625e-02
1.126390000000000100e+03 7.956708182164218268e-02
1.127390000000000100e+03 7.985364634833551356e-02
1.128390000000000100e+03 7.912411939093198787e-02
1.129390000000000100e+03 7.993307303225943850e-02
1.130390000000000100e+03 7.953067315895928635e-02
1.131390000000000100e+03 7.900959256197687131e-02
1.132400000000000091e+03 8.012555084835969177e-02
1.133390000000000100e+03 7.918175938765027733e-02
1.134390000000000100e+03 7.924260166063444577e-02
1.135390000000000100e+03 7.994146684720608576e-02
1.136390000000000100e+03 7.932812328953656178e-02
1.137390000000000100e+03 7.997258128739674621e-02
1.138390000000000100e+03 7.957881523422892511e-02
1.139390000000000100e+03 7.901892800094025004e-02
1.140390000000000100e+03 7.986620964766402708e-02
1.141390000000000100e+03 7.910105872573364172e-02
1.142390000000000100e+03 7.918213225790049492e-02
1.143390000000000100e+03 7.948924514621766302e-02
1.144390000000000100e+03 7.885583647122108852e-02
1.145390000000000100e+03 7.986440841925367129e-02
1.146390000000000100e+03 7.928188871635194479e-02
1.147390000000000100e+03 7.881762856951782248e-02
1.148390000000000100e+03 7.978932085734188884e-02
1.149390000000000100e+03 7.901908082780371989e-02
1.150390000000000100e+03 7.920699618476993720e-02
1.151390000000000100e+03 7.956680252181111412e-02
1.152390000000000100e+03 7.896347527228464447e-02
1.153390000000000100e+03 7.963110087126928915e-02
1.154390000000000100e+03 7.931387649459326061e-02
1.155390000000000100e+03 7.892095855951276884e-02
1.156390000000000100e+03 7.965685885323213478e-02
1.157390000000000100e+03 7.893477007390009570e-02
1.158390000000000100e+03 7.909164544631561156e-02
1.159390000000000100e+03 7.926599333732317620e-02
1.160390000000000100e+03 7.857082322531434848e-02
1.161390000000000100e+03 7.951318243472363378e-02
1.162390000000000100e+03 7.902727426911741737e-02
1.163390000000000100e+03 7.862047597736367133e-02
1.164390000000000100e+03 7.958946655520164615e-02
1.165390000000000100e+03 7.881428340912037533e-02
1.166390000000000100e+03 7.901914426638355360e-02
1.167390000000000100e+03 7.937382751640152667e-02
1.168390000000000100e+03 7.869687799759397806e-02
1.169390000000000100e+03 7.940466506448048967e-02
1.170390000000000100e+03 7.911152192855838705e-02
1.171390000000000100e+03 7.873712363954135651e-02
1.172390000000000100e+03 7.943775504529577980e-02
1.173390000000000100e+03 7.871210696778943583e-02
1.174390000000000100e+03 7.899891387851333546e-02
1.175390000000000100e+03 7.903531780727551803e-02
1.176390000000000100e+03 7.837744692583402395e-02
1.177390000000000100e+03 7.939489448857335596e-02
1.178390000000000100e+03 7.879111054515161583e-02
1.179390000000000100e+03 7.835150737652342434e-02
1.180390000000000100e+03 7.928404285236732851e-02
1.181390000000000100e+03 7.868606470083630566e-02
1.182390000000000100e+03 7.902380452713704539e-02
1.183390000000000100e+03 7.912629100245044400e-02
1.184390000000000100e+03 7.858829347670022447e-02
1.185390000000000100e+03 7.934475736775785382e-02
1.186390000000000100e+03 7.887212368678490904e-02
1.187390000000000100e+03 7.847279477864008146e-02
1.188390000000000100e+03 7.905343340726166124e-02
1.189390000000000100e+03 7.840045987044853837e-02
1.190390000000000100e+03 7.881499961434425272e-02
1.191390000000000100e+03 7.868738194684615772e-02
1.192390000000000100e+03 7.809352661634919035e-02
1.193390000000000100e+03 7.916995142114457984e-02
1.194390000000000100e+03 7.847291204503874240e-02
1.195390000000000100e+03 7.822291018372479199e-02
1.196390000000000100e+03 7.901896674951729149e-02
1.197390000000000100e+03 7.825740090985498776e-02
1.198390000000000100e+03 7.869754165397135903e-02
1.199390000000000100e+03 7.879137406868201576e-02
1.200390000000000100e+03 7.829080859983328367e-02
1.201390000000000100e+03 7.898498467906460430e-02
1.202390000000000100e+03 7.840986499460944614e-02
1.203390000000000100e+03 7.823775998280217692e-02
1.204390000000000100e+03 7.872997776277967930e-02
1.205390000000000100e+03 7.804790203493607026e-02
1.206390000000000100e+03 7.865464677216346678e-02
1.207390000000000100e+03 7.830372153703379912e-02
1.208390000000000100e+03 7.769644385357739325e-02
1.209390000000000100e+03 7.883505862398534902e-02
1.210390000000000100e+03 7.812731359959079747e-02
1.211390000000000100e+03 7.797331208064534058e-02
1.212390000000000100e+03 7.861767976328620788e-02
1.213390000000000100e+03 7.801398940686532502e-02
1.214390000000000100e+03 7.849962227498381850e-02
1.215390000000000100e+03 7.842260859225951009e-02
1.216390000000000100e+03 7.790581528491728747e-02
1.217390000000000100e+03 7.866571220945997589e-02
1.218390000000000100e+03 7.804035536162984288e-02
1.219390000000000100e+03 7.795116697760685887e-02
1.220390000000000100e+03 7.833690162943109103e-02
1.221390000000000100e+03 7.780054849845138842e-02
1.222390000000000100e+03 7.839235994644108696e-02
1.223390000000000100e+03 7.801450762496314750e-02
1.224390000000000100e+03 7.758479006898962027e-02
1.225390000000000100e+03 7.857604524889345854e-02
1.226390000000000100e+03 7.790284133988621684e-02
1.227390000000000100e+03 7.781266081974846927e-02
1.228390000000000100e+03 7.834310192425375519e-02
1.229390000000000100e+03 7.772207081510114357e-02
1.230390000000000100e+03 7.815632131570530994e-02
1.231390000000000100e+03 7.809946742960136024e-02
1.232390000000000100e+03 7.771695195724710736e-02
1.233390000000000100e+03 7.824403836009251323e-02
1.234390000000000100e+03 7.762930288877356588e-02
1.235390000000000100e+03 7.765730195980997952e-02
1.236390000000000100e+03 7.789184066356877323e-02
1.237390000000000100e+03 7.718650286526372584e-02
1.238390000000000100e+03 7.803944808401593047e-02
1.239390000000000100e+03 7.770164044627077271e-02
1.240390000000000100e+03 7.723829733033060752e-02
1.241390000000000100e+03 7.818629973726265447e-02
1.242390000000000100e+03 7.743805524191692269e-02
1.243390000000000100e+03 7.755860607883137414e-02
1.244390000000000100e+03 7.792584009269987178e-02
1.245390000000000100e+03 7.733437050121678979e-02
1.246390000000000100e+03 7.799107804687394063e-02
1.247390000000000100e+03 7.765327456326583111e-02
1.248390000000000100e+03 7.715246407400028206e-02
1.249390000000000100e+03 7.780017601606213640e-02
1.250390000000000100e+03 7.717975999676764121e-02
1.251390000000000100e+03 7.740987328732953920e-02
1.252390000000000100e+03 7.755539400752910206e-02
1.253390000000000100e+03 7.682419445097769806e-02
1.254390000000000100e+03 7.777052023904706957e-02
1.255390000000000100e+03 7.724757764853734665e-02
1.256390000000000100e+03 7.698139345894045027e-02
1.257390000000000100e+03 7.769137793202424147e-02
1.258390000000000100e+03 7.693142847766516745e-02
1.259390000000000100e+03 7.731539312609302106e-02
1.260390000000000100e+03 7.740026044749613587e-02
1.261390000000000100e+03 7.685434090003982754e-02
1.262390000000000100e+03 7.769998137704262064e-02
1.263390000000000100e+03 7.717640511964385386e-02
1.264390000000000100e+03 7.679293878517033656e-02
1.265390000000000100e+03 7.732304436558966321e-02
1.266390000000000100e+03 7.660895936615226554e-02
1.267390000000000100e+03 7.697504906083542375e-02
1.268390000000000100e+03 7.693088602113043462e-02
1.269390000000000100e+03 7.646058815403308784e-02
1.270390000000000100e+03 7.744852512402142231e-02
1.271390000000000100e+03 7.665020395779253981e-02
1.272390000000000100e+03 7.638913829094745589e-02
1.273390000000000100e+03 7.721962354735945055e-02
1.274390000000000100e+03 7.653061795551974189e-02
1.275390000000000100e+03 7.682518157644346868e-02
1.276390000000000100e+03 7.682835093193658704e-02
1.277390000000000100e+03 7.632447285840888995e-02
1.278390000000000100e+03 7.713142943209297386e-02
1.279390000000000100e+03 7.651521906311647969e-02
1.280390000000000100e+03 7.625010109009987269e-02
1.281390000000000100e+03 7.682021093118880650e-02
1.282390000000000100e+03 7.611617449119792433e-02
1.283390000000000100e+03 7.668353685036941036e-02
1.284390000000000100e+03 7.645137350589770175e-02
1.285390000000000100e+03 7.583028010873418823e-02
1.286390000000000100e+03 7.691612487785039198e-02
1.287390000000000100e+03 7.625626608187964506e-02
1.288390000000000100e+03 7.598324266866753052e-02
1.289390000000000100e+03 7.655698557208109878e-02
1.290390000000000100e+03 7.599779701564463030e-02
1.291390000000000100e+03 7.658257423229355987e-02
1.292390000000000100e+03 7.640723177065983363e-02
1.293390000000000100e+03 7.586349390192444198e-02
1.294390000000000100e+03 7.664881841869006229e-02
1.295390000000000100e+03 7.605274051630746268e-02
1.296390000000000100e+03 7.587627286441635255e-02
1.297390000000000100e+03 7.617334931841392154e-02
1.298390000000000100e+03 7.558891544320071876e-02
1.299390000000000100e+03 7.632151178615333154e-02
1.300390000000000100e+03 7.586968160299327468e-02
1.301390000000000100e+03 7.536996092921828538e-02
1.302390000000000100e+03 7.645440708116071904e-02
1.303390000000000100e+03 7.565734377694031954e-02
1.304390000000000100e+03 7.559879867954030774e-02
1.305390000000000100e+03 7.614025308686434013e-02
1.306390000000000100e+03 7.559125137170318032e-02
1.307390000000000100e+03 7.616012222489888794e-02
1.308390000000000100e+03 7.592339871948575181e-02
1.309390000000000100e+03 7.547759171394795297e-02
1.310390000000000100e+03 7.601594650205761861e-02
1.311390000000000100e+03 7.542777389186808290e-02
1.312390000000000100e+03 7.556875187303738195e-02
1.313390000000000100e+03 7.556724439289740081e-02
1.314390000000000100e+03 7.501808401504590773e-02
1.315390000000000100e+03 7.591768447921282137e-02
1.316390000000000100e+03 7.532426100393799229e-02
1.317390000000000100e+03 7.498518297766898488e-02
1.318390000000000100e+03 7.596335037940717128e-02
1.319390000000000100e+03 7.513963547435414947e-02
1.320390000000000100e+03 7.525752854246328671e-02
1.321390000000000100e+03 7.555572259312154371e-02
1.322390000000000100e+03 7.499974227601208243e-02
1.323390000000000100e+03 7.573586367157242316e-02
1.324390000000000100e+03 7.528756184358996462e-02
1.325390000000000100e+03 7.492459560579803335e-02
1.326390000000000100e+03 7.551932417866992486e-02
1.327390000000000100e+03 7.487197319339951307e-02
1.328390000000000100e+03 7.511321937442333452e-02
1.329390000000000100e+03 7.510573548828966550e-02
1.330390000000000100e+03 7.460041941791595299e-02
1.331390000000000100e+03 7.549494341226686833e-02
1.332390000000000100e+03 7.483190671132614047e-02
1.333390000000000100e+03 7.454761777919841070e-02
1.334390000000000100e+03 7.535283601610730242e-02
1.335390000000000100e+03 7.456775638632606729e-02
1.336390000000000100e+03 7.478864519434678948e-02
1.337390000000000100e+03 7.505049893302079278e-02
1.338390000000000100e+03 7.460254669474944422e-02
1.339390000000000100e+03 7.528551931553759125e-02
1.340390000000000100e+03 7.480603978725909597e-02
1.341390000000000100e+03 7.456142855103700673e-02
1.342390000000000100e+03 7.501950654671774021e-02
1.343390000000000100e+03 7.431686599933812198e-02
1.344390000000000100e+03 7.478907305968555963e-02
1.345390000000000100e+03 7.470761637561650070e-02
1.346390000000000100e+03 7.417717740129860238e-02
1.347390000000000100e+03 7.511917194149030086e-02
1.348390000000000100e+03 7.453381051045393502e-02
1.349390000000000100e+03 7.429314405686819611e-02
1.350390000000000100e+03 7.489698192565646950e-02
1.351390000000000100e+03 7.442408032465616663e-02
1.352390000000000100e+03 7.477631714481577929e-02
1.353390000000000100e+03 7.468062002299537261e-02
1.354390000000000100e+03 7.417420397516232000e-02
1.355390000000000100e+03 7.474541895704066297e-02
1.356390000000000100e+03 7.429379032000651972e-02
1.357390000000000100e+03 7.422278551116696932e-02
1.358390000000000100e+03 7.459625454868198946e-02
1.359390000000000100e+03 7.386247965071944532e-02
1.360390000000000100e+03 7.449929368279807618e-02
1.361390000000000100e+03 7.416911702338206680e-02
1.362390000000000100e+03 7.373998366989145681e-02
1.363390000000000100e+03 7.485188065610859365e-02
1.364390000000000100e+03 7.407479245868568707e-02
1.365390000000000100e+03 7.391757074310158215e-02
1.366390000000000100e+03 7.439024818399811445e-02
1.367390000000000100e+03 7.389148569845604975e-02
1.368390000000000100e+03 7.443666628184003597e-02
1.369390000000000100e+03 7.432769314984431774e-02
1.370390000000000100e+03 7.366527941894995823e-02
1.371390000000000100e+03 7.442868918890835350e-02
1.372390000000000100e+03 7.407259990447380427e-02
1.373390000000000100e+03 7.384643418288586170e-02
1.374390000000000100e+03 7.410018387397772355e-02
1.375390000000000100e+03 7.344248272086498219e-02
1.376390000000000100e+03 7.418052199871186247e-02
1.377390000000000100e+03 7.382503821980636316e-02
1.378390000000000100e+03 7.335853709763748287e-02
1.379390000000000100e+03 7.439726319422590439e-02
1.380390000000000100e+03 7.362565820321065324e-02
1.381390000000000100e+03 7.356793079789594736e-02
1.382390000000000100e+03 7.412339103417664443e-02
1.383390000000000100e+03 7.352509647336262499e-02
1.384390000000000100e+03 7.400690327404797764e-02
1.385390000000000100e+03 7.380142014361601444e-02
1.386390000000000100e+03 7.345849058489252459e-02
1.387390000000000100e+03 7.414885679704209809e-02
1.388390000000000100e+03 7.347541793625958495e-02
1.389390000000000100e+03 7.347855135687476891e-02
1.390390000000000100e+03 7.361642234101960225e-02
1.391390000000000100e+03 7.301649377694782728e-02
1.392390000000000100e+03 7.380089630137565138e-02
1.393390000000000100e+03 7.331045989249267147e-02
1.394390000000000100e+03 7.293019269724199116e-02
1.395390000000000100e+03 7.382154309039565265e-02
1.396390000000000100e+03 7.307752179327521580e-02
1.397390000000000100e+03 7.342026110849171616e-02
1.398390000000000100e+03 7.356583130636408507e-02
1.399390000000000100e+03 7.295682487905832958e-02
1.400390000000000100e+03 7.260052832403875167e-02
1.401390000000000100e+03 7.327518360922340157e-02
1.402390000000000100e+03 7.290447959782263287e-02
1.403390000000000100e+03 7.366850683491062146e-02
1.404390000000000100e+03 7.399465652608631927e-02
1.405390000000000100e+03 7.309504537408116620e-02
1.406390000000000100e+03 7.361929727710579685e-02
1.407390000000000100e+03 7.261630227870317922e-02
1.408390000000000100e+03 7.188933410660620915e-02
1.409390000000000100e+03 7.305397886096512416e-02
1.410390000000000100e+03 7.272072826748515739e-02
1.411390000000000100e+03 7.335172350902789684e-02
1.412390000000000100e+03 7.272921800025937411e-02
1.413390000000000100e+03 7.304674139611122552e-02
1.414390000000000100e+03 7.302626496716879689e-02
1.415390000000000100e+03 7.248805751692857791e-02
1.416390000000000100e+03 7.323704059309281422e-02
1.417390000000000100e+03 7.271911447119093486e-02
1.418390000000000100e+03 7.247753654864247386e-02
1.419390000000000100e+03 7.289784685648854901e-02
1.420390000000000100e+03 7.221020386122119217e-02
1.421390000000000100e+03 7.286755279003621910e-02
1.422390000000000100e+03 7.260312096213100697e-02
1.423390000000000100e+03 7.234973769672745081e-02
1.424390000000000100e+03 7.292866250587209942e-02
1.425390000000000100e+03 7.235121475649015921e-02
1.426390000000000100e+03 7.224300341296928385e-02
1.427390000000000100e+03 7.205801964471734988e-02
1.428390000000000100e+03 7.204882933904274700e-02
1.429400000000000091e+03 7.245390930591402712e-02
1.430390000000000100e+03 7.268196185823201649e-02
1.431390000000000100e+03 7.241752107461082999e-02
1.432390000000000100e+03 7.274085482703308847e-02
1.433390000000000100e+03 7.344881001670403031e-02
1.434390000000000100e+03 7.209496266920549512e-02
1.435390000000000100e+03 7.233060211227183844e-02
1.436390000000000100e+03 7.169323210880436392e-02
1.437390000000000100e+03 7.101273674037532346e-02
1.438390000000000100e+03 7.220883939647462779e-02
1.439390000000000100e+03 7.174214060415115557e-02
1.440400000000000091e+03 7.252128102436013191e-02
1.441390000000000100e+03 7.353196122959215764e-02
1.442390000000000100e+03 7.184324018910161203e-02
1.443390000000000100e+03 7.172387006656309738e-02
1.444390000000000100e+03 7.171108009333744537e-02
1.445390000000000100e+03 7.121694959713867346e-02
1.446390000000000100e+03 7.201347691742029933e-02
1.447390000000000100e+03 7.172609400324148066e-02
1.448390000000000100e+03 7.225145233462351713e-02
1.449390000000000100e+03 7.152134654159725269e-02
1.450390000000000100e+03 7.159747121436441097e-02
1.451390000000000100e+03 7.184908309204177113e-02
1.452390000000000100e+03 7.207237246196233904e-02
1.453390000000000100e+03 7.207551134771644774e-02
1.454390000000000100e+03 7.291855740634729799e-02
1.455390000000000100e+03 7.120992854876223577e-02
1.456390000000000100e+03 7.217167184923931056e-02
1.457390000000000100e+03 7.144306515001991320e-02
1.458390000000000100e+03 7.086527702954706354e-02
1.459390000000000100e+03 7.161272977323410172e-02
1.460390000000000100e+03 7.202353649937359714e-02
1.461390000000000100e+03 7.164389436921757282e-02
1.462390000000000100e+03 7.192034505406705303e-02
1.463390000000000100e+03 7.067881518340449198e-02
1.464430000000000064e+03 7.221089377550986288e-02
1.465390000000000100e+03 7.135886671918260926e-02
1.466390000000000100e+03 7.050997562067763680e-02
1.467390000000000100e+03 7.260367052366313578e-02
1.468390000000000100e+03 7.073814427588645537e-02
1.469390000000000100e+03 7.096921952408023759e-02
1.470390000000000100e+03 7.206179617707081375e-02
1.471390000000000100e+03 7.081535178781082907e-02
1.472390000000000100e+03 7.207112539008803109e-02
1.473390000000000100e+03 7.127107590959189110e-02
1.474390000000000100e+03 7.070513973142039665e-02
1.475390000000000100e+03 7.221704417279871391e-02
1.476390000000000100e+03 7.059800559544786303e-02
1.477390000000000100e+03 7.105393494493569828e-02
1.478390000000000100e+03 7.155948817057611322e-02
1.479390000000000100e+03 7.024409376591417287e-02
1.480390000000000100e+03 7.190744539297148907e-02
1.481390000000000100e+03 7.061166357872979138e-02
1.482410000000000082e+03 7.012787980805466892e-02
1.483390000000000100e+03 7.201473533574756503e-02
1.484390000000000100e+03 7.030064301172367358e-02
1.485390000000000100e+03 7.094721229272167584e-02
1.486390000000000100e+03 7.134837015294299978e-02
1.487390000000000100e+03 7.020313800437717744e-02
1.488390000000000100e+03 7.174315930528107899e-02
1.489390000000000100e+03 7.059488609379069302e-02
1.490390000000000100e+03 7.014871081630469352e-02
